100,2.418032787
105,2.414075286
110.25,2.409933829
115.7625,2.405600564
121.550625,2.401067376
127.6281563,2.39632588
134.0095641,2.391367422
140.7100423,2.386183077
147.7455444,2.380763654
155.1328216,2.375099689
162.8894627,2.369181459
171.0339358,2.362998978
179.5856326,2.356542005
188.5649142,2.349800052
197.9931599,2.342762397
207.8928179,2.335418086
218.2874588,2.327755955
229.2018318,2.319764642
240.6619234,2.311432605
252.6950195,2.30274814
265.3297705,2.293699411
278.596259,2.284274467
292.526072,2.27446128
307.1523756,2.264247769
322.5099944,2.253621842
338.6354941,2.242571429
355.5672688,2.231084531
373.3456322,2.21914926
392.0129138,2.206753891
411.6135595,2.193886915
432.1942375,2.180537096
453.8039494,2.166693532
476.4941469,2.152345717
500.3188542,2.13748361
525.3347969,2.122097706
551.6015368,2.106179108
579.1816136,2.089719603
608.1406943,2.072711743
638.547729,2.055148923
670.4751154,2.037025463
703.9988712,2.018336694
739.1988148,1.999079033
776.1587555,1.979250076
814.9666933,1.95884867
855.715028,1.937874997
898.5007793,1.91633065
943.4258183,1.894218702
990.5971092,1.871543778
1040.126965,1.848312113
1092.133313,1.82453161
1146.739979,1.800211885
1204.076978,1.775364308
1264.280826,1.75000203
1327.494868,1.72414
1393.869611,1.697794976
1463.563092,1.670985516
1536.741246,1.643731964
1613.578309,1.616056415
1694.257224,1.587982673
1778.970085,1.559536192
1867.918589,1.530744006
1961.314519,1.501634638
2059.380245,1.472238009
2162.349257,1.442585322
2270.46672,1.412708939
2383.990056,1.382642248
2503.189559,1.352419519
2628.349037,1.322075752
2759.766488,1.291646517
2897.754813,1.261167788
3042.642554,1.230675772
3194.774681,1.200206742
3354.513415,1.16979686
3522.239086,1.13948201
3698.35104,1.109297622
3883.268592,1.079278518
4077.432022,1.049458746
4281.303623,1.019871435
4495.368804,0.990548648
4720.137244,0.961521256
4956.144107,0.932818818
5203.951312,0.904469467
5464.148878,0.876499823
5737.356322,0.848934903
6024.224138,0.821798062
6325.435344,0.795110928
6641.707112,0.768893369
6973.792467,0.743163465
7322.482091,0.717937489
7688.606195,0.693229909
8073.036505,0.669053395
8476.68833,0.645418846
8900.522747,0.622335416
9345.548884,0.599810555
9812.826328,0.577850063
10303.46764,0.556458143
10818.64103,0.535637467
11359.57308,0.51538924
11927.55173,0.495713282
12523.92932,0.476608097
13150.12578,0.458070955
13807.63207,0.440097978
14498.01368,0.422684217
15222.91436,0.405823736
15984.06008,0.389509697
16783.26308,0.373734439
17622.42624,0.358489559
18503.54755,0.343765989
19428.72493,0.329554075
20400.16117,0.315843644
21420.16923,0.302624078
22491.17769,0.289884379
23615.73658,0.277613232
24796.52341,0.265799066
26036.34958,0.254430106
27338.16706,0.243494431
28705.07541,0.232980017
30140.32918,0.222874785
31647.34564,0.213166642
33229.71292,0.203843519
34891.19857,0.194893404
36635.7585,0.186304375
38467.54642,0.178064628
40390.92374,0.170162501
42410.46993,0.162586499
44530.99342,0.15532531
46757.5431,0.148367824
49095.42025,0.14170315
51550.19126,0.135320626
54127.70083,0.12920983
56834.08587,0.123360588
59675.79016,0.117762985
62659.57967,0.112407365
65792.55865,0.107284339
69082.18658,0.102384786
72536.29591,0.097699853
76163.11071,0.093220958
79971.26624,0.08893979
83969.82956,0.084848303
88168.32104,0.080938717
92576.73709,0.077203516
97205.57394,0.073635442
102065.8526,0.070227492
107169.1453,0.066972914
112527.6025,0.063865198
118153.9827,0.06089808
124061.6818,0.058065525
130264.7659,0.055361731
136778.0042,0.052781116
143616.9044,0.050318317
150797.7496,0.047968182
158337.6371,0.045725761
166254.5189,0.043586306
174567.2449,0.041545259
183295.6071,0.039598249
192460.3875,0.037741085
202083.4069,0.035969748
212187.5772,0.03428039
222796.9561,0.032669322
233936.8039,0.031133013
245633.6441,0.029668082
257915.3263,0.028271293
270811.0926,0.026939548
284351.6472,0.025669884
298569.2296,0.024459468
313497.691,0.02330559
329172.5756,0.022205657
345631.2044,0.021157194
362912.7646,0.020157832
381058.4028,0.019205309
400111.323,0.018297464
420116.8891,0.017432232
441122.7336,0.01660764
463178.8703,0.015821805
486337.8138,0.015072928
510654.7045,0.014359292
536187.4397,0.013679258
562996.8117,0.01303126
591146.6522,0.012413805
620703.9849,0.011825468
651739.1841,0.011264887
684326.1433,0.010730767
718542.4505,0.010221867
754469.573,0.009737007
